,ISIN,Tickers_YF,sector_T,Name,Ticker,Market,Currency,RICS,sector,Environmental Pillar Score,Social Pillar Score,Governance Pillar Score,ESG Score,totalEsg,environmentScore,socialScore,governanceScore,TRBC Industry Group Name,TRBC Economic Sector Name
645,ES0148396007,1ITX.MI,Apparel & Accessories Retailers,INDITEX,1ITX,BITGEM,EUR,ITX.MC,Professional Information Services,95.4112318840579,96.8204530501505,55.6302385557704,80.7756264247531,,,,,Specialty Retailers,Consumer Cyclicals
646,FR0000121485,1KER.MI,Apparel & Accessories Retailers,KERING,1KER,BITGEM,EUR,PRTP.PA,Business Support Services,96.0838015571065,95.6127094279766,60.4548122065727,82.2381919636552,,,,,Specialty Retailers,Consumer Cyclicals
647,DE0008232125,1LHA.MI,Airlines,DEUTSCHE LUFTHANSA,1LHA,BITGEM,EUR,LHAG.DE,Investment Holding Companies,73.5956800209136,89.9270598879068,62.2224272526435,77.1425387556952,,,,,Passenger Transportation Services,Industrials
648,DE0006599905,1MRK.MI,Pharmaceuticals,MERCK,1MRK,BITGEM,EUR,MRCG.DE,Integrated Telecommunications Services,90.538349842861,96.3434243830061,74.4234288262521,88.2334948829804,,,,,Pharmaceuticals,Healthcare
649,NL0000009538,1PHIA.MI,Advanced Medical Equipment & Technology,PHILIPS,1PHIA,BITGEM,EUR,PHG.AS,"Real Estate Rental, Development & Operations",81.1282600774229,93.9422582972854,83.4761163032191,88.0335129691409,,,,,Healthcare Equipment & Supplies,Healthcare
650,FR0000131906,1RNO.MI,Auto & Truck Manufacturers,RENAULT,1RNO,BITGEM,EUR,RENA.PA,Food Retail & Distribution,94.6518399810111,84.0938622172795,85.2325899843505,87.9715095711809,,,,,Automobiles & Auto Parts,Consumer Cyclicals
651,DE0007037129,1RWE.MI,Multiline Utilities,RWE,1RWE,BITGEM,EUR,RWEG.DE,Construction Materials,79.8019744483158,61.2473671639199,71.5220433331795,71.5638166004172,,,,,Multiline Utilities,Utilities
652,ES0113900J37,1SANX.MI,Banks,BANCO SANTANDER,1SANX,BITGEM,EUR,SAN.MC,Investment Banking & Brokerage Services,95.2389344746394,96.7210660641041,84.995164410058,92.2863145197645,,,,,Banking Services,Financials
653,US8552441094,1SBUX.MI,Restaurants & Bars,STARBUCKS CORP,1SBUX,BITGEM,EUR,SBUX.OQ,Homebuilding,87.1632769022686,69.0715039792578,56.6313187541658,70.2016246867924,,,,,Hotels & Entertainment Services,Consumer Cyclicals
654,DE000KSAG888,1SDF.MI,Agricultural Chemicals,K+S,1SDF,BITGEM,EUR,SDFGn.DE,Software,42.4742322284856,77.5941190235904,51.9150353933764,57.9299109858795,,,,,Chemicals,Basic Materials
656,ES0178430E18,1TEF.MI,Integrated Telecommunications Services,TELEFONICA,1TEF,BITGEM,EUR,TEF.MC,Electrical Components & Equipment,80.7410827338455,91.8428667568902,63.5025789813023,82.0736502697238,,,,,Telecommunications Services,Technology
657,DE0007500001,1TKA.MI,Iron & Steel,THYSSENKRUPP,1TKA,BITGEM,EUR,TKAG.DE,Advanced Medical Equipment & Technology,70.2459838714646,75.1096048125303,80.5032984269041,74.7222250687272,,,,,Metals & Mining,Basic Materials
659,FR0000127771,1VIV.MI,Entertainment Production,VIVENDI,1VIV,BITGEM,EUR,VIV.PA,Construction & Engineering,81.2586625086625,91.8672440645545,79.427034428795,85.8384125597532,,,,,Media & Publishing,Consumer Cyclicals
660,DE000A1ML7J1,1VNA.MU,"Real Estate Rental, Development & Operations",VONOVIA,1VNA,BITGEM,EUR,VNAn.DE,Reinsurance,89.9231273074825,88.6508756891627,83.3308217106713,87.3171113149945,,,,,Real Estate Operations,Real Estate
661,DE0007664039,1VOW3.MI,Auto & Truck Manufacturers,VOLKSWAGEN,1VOW3,BITGEM,EUR,VOWG_p.DE,Home Improvement Products & Services Retailers,94.8591059927077,90.9940479948984,64.6674150277047,85.8995969547807,,,,,Automobiles & Auto Parts,Consumer Cyclicals
662,FR0004187367,2784.T,Business Support Services,FREELANCE.COM,ALFRE,Euronext Growth Paris,EUR,ALFRE.PA,Agricultural Chemicals,29.1140096618357,21.112322237566,21.4182304349902,23.0960462879285,,,,,Professional & Commercial Services,Industrials
663,FR0000121014,2MC.BE,Apparel & Accessories,LVMH,2MC,Euronext After Hours Milan,EUR,LVMH.PA,Wireless Telecommunications Services,89.5944887416823,81.3148191669929,51.9657668231611,74.3946483689466,,,,,Textiles & Apparel,Consumer Cyclicals
664,US5951121038,2MT0.MU,Semiconductors,MICRON TECHNOLOGY,2MT,Euronext After Hours Milan,EUR,MU.OQ,Banks,62.5052097373526,81.6686766272401,74.7945478764998,73.9101599990309,,,,,Semiconductors & Semiconductor Equipment,Technology
666,NO0006000801,9633.HK,Banks,SPBK1 NORD-NORGE,NONG,Oslo Børs,NOK,NONG.OL,Heavy Machinery & Vehicles,17.8414296214315,34.0500760219778,43.3455433455433,35.0623991767827,,,,,Banking Services,Financials
667,IT0001233417,A2A.MI,Electric Utilities,A2A,A2A,Euronext Milan,EUR,A2.MI,Industrial Machinery & Equipment,84.009945159613,85.6724849502252,46.1451247165532,75.0840654807971,,,,,Electric Utilities & IPPs,Utilities
668,IE00BF0L3536,A5G.IR,Banks,AIB GROUP PLC,A5G,Euronext Dublin,EUR,AIBG.I,Aerospace & Defense,64.0695952581568,75.5486711938492,82.2736842105263,76.3166889451132,,,,,Banking Services,Financials
669,NL0000852564,AALB.AS,Industrial Machinery & Equipment,AALBERTS NV,AALB,Euronext Amsterdam,EUR,AALB.AS,Oil & Gas Refining and Marketing,69.837849583322,74.7279222763307,57.6167842911325,68.1832062335687,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
671,IT0005466294,ABC,Corporate Financial Services,ABC COMPANY,ABC,Euronext Growth Milan,EUR,ABCB.MI,Construction & Engineering,,,,,12.12,1.32,5.64,5.16,Banking Services,Financials
672,FR0004040608,ABCM,Investment Management & Fund Operators,ABC ARBITRAGE,ABCA,Euronext Paris,EUR,BITI.PA,Aerospace & Defense,9.37176732712659,35.6870841914806,34.2775821596244,31.3483860660681,,,,,Investment Banking & Investment Services,Financials
673,BE0974293251,ABI.BR,Brewers,AB INBEV,ABI,Euronext Brussels,EUR,ABI.BR,Heavy Machinery & Vehicles,82.3453503368141,75.8675637093345,83.8586904419518,79.7707338928374,20.64,5.88,7.55,7.21,Beverages,Consumer Non-Cyclicals
674,NL0011540547,ABNB,Banks,ABN AMRO BANK N.V.,ABN,Euronext Amsterdam,EUR,ABNd.AS,"Real Estate Rental, Development & Operations",91.687084374776,67.5155226040099,73.420891154536,73.1221601771896,,,,,Banking Services,Financials
675,IT0005445280,ABT,Real Estate Services,ABITARE IN,ABT,Euronext Milan,EUR,ABIT.MI,Banks,,,,,24.98,3.03,13.59,8.36,Real Estate Operations,Real Estate
676,FR0000120404,AC,"Hotels, Motels & Cruise Lines",ACCOR,AC,Euronext Paris,EUR,ACCP.PA,Specialty Chemicals,77.5942424079502,89.3374579256701,78.0647496087637,82.9134572542423,,,,,Hotels & Entertainment Services,Consumer Cyclicals
677,BE0003764785,ACKB.BR,Construction & Engineering,ACKERMANS V.HAAREN,ACKB,Euronext Brussels,EUR,ACKB.BR,Apparel & Accessories,50.4201111458358,30.7946440081421,45.5095388745086,41.962730470855,,,,,Construction & Engineering,Industrials
678,NO0010890304,ACN,Environmental Services & Equipment,AKER CARBON CAPTUR,ACC,Oslo Børs,NOK,ACCA.OL,Life & Health Insurance,63.5465786640973,75.3792277341667,21.2942612942612,54.4348103050403,9.71,0.29,4.58,4.83,Professional & Commercial Services,Industrials
679,NO0010840515,ACR,Corporate Financial Services,AXACTOR,ACR,Oslo Børs,NOK,ACR.OL,,14.456974125444,62.7058551368315,48.6202686202686,50.6872051252291,,,,,Banking Services,Financials
680,IT0001207098,ACRX,Multiline Utilities,ACEA,ACE,Euronext Milan,EUR,ACE.MI,Pharmaceuticals,64.2619047619047,43.9980384918825,72.7338186736683,59.4021501771956,,,,,Multiline Utilities,Utilities
681,IT0001006128,ADBE,Airport Operators & Services,AEROPORTO G. M. BO,ADB,Euronext Milan,EUR,ADB.MI,Food Processing,71.8906038563129,69.7085437085437,60.4531169192823,67.7365348907316,12.46,1.89,5.93,4.64,Transport Infrastructure,Industrials
682,FR0010340141,ADP,Airport Operators & Services,ADP,ADP,Euronext Paris,EUR,ADP.PA,Semiconductors,76.9807479805469,81.1097691097691,51.8002738654147,71.6516985713981,13.97,1.07,6.96,5.94,Transport Infrastructure,Industrials
683,NL0012969182,ADYEN.AS,Financial Technology (Fintech),ADYEN,ADYEN,Euronext Amsterdam,EUR,ADYEN.AS,Industrial Machinery & Equipment,41.2698412698412,31.3960573476702,72.7965816889913,52.7281628193531,,,,,Financial Technology (Fintech) & Infrastructure,Technology
684,BE0003851681,AED=X,Specialized REITs,AEDIFICA,AED,"Euronext Brussels, Amsterdam",EUR,AOO.BR,Industrial Machinery & Equipment,76.7599249264714,72.5526463700794,84.3495350397852,77.9318386015451,,,,,Residential & Commercial REITs,Real Estate
685,IT0001384590,AEF,Apparel & Accessories,AEFFE,AEF,Euronext Milan,EUR,AEF.MI,Airport Operators & Services,42.1089126070297,28.8697218958088,59.5914389147472,40.0964791597451,24.81,5.37,8.57,8.79,Textiles & Apparel,Consumer Cyclicals
686,NO0003078107,AFG,Construction & Engineering,AF GRUPPEN,AFG,Oslo Børs,NOK,AFGA.OL,Paper Packaging,21.7162770003743,47.0670586552158,28.9682539682539,32.8814971542258,28.88,2.65,10.21,16.02,Construction & Engineering,Industrials
687,NO0003572802,AFK,Industrial Machinery & Equipment,ARENDALS FOSSEKOMP,AFK,Oslo Børs,NOK,AFK.OL,Industrial Machinery & Equipment,54.7371075194284,45.5293861808011,63.9010989010989,53.9087787421889,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
688,FR0000031122,AFRM,Airlines,AIR FRANCE -KLM,AF,"Euronext Paris, Amsterdam",EUR,AIRF.PA,Fishing & Farming,74.1272356926562,87.0701616240298,68.8286384976525,77.9781344122726,,,,,Passenger Transportation Services,Industrials
689,BE0003755692,AGFB.BR,Advanced Medical Equipment & Technology,AGFA-GEVAERT,AGFB,Euronext Brussels,EUR,AGFB.BR,Mining Support Services & Equipment,62.9691030079652,84.0731547351901,42.2807017543859,65.5194982848275,,,,,Healthcare Equipment & Supplies,Healthcare
690,IT0001137345,AGL,Restaurants & Bars,AUTOGRILL SPA,AGL,Euronext Milan,EUR,AGL.MI,,66.3859345070741,84.8680554828883,45.7894736842105,68.4820288132087,,,,,Hotels & Entertainment Services,Consumer Cyclicals
691,NO0010844038,AGRO,Online Services,ADEVINTA,ADE,Oslo Børs,NOK,ADEA.OL,"Courier, Postal, Air Freight & Land-based Logistics",39.3098154578188,61.2449795604476,54.4078144078144,55.0362685346997,,,,,Software & IT Services,Technology
692,BE0974264930,AGS,Multiline Insurance & Brokers,AGEAS,AGS,Euronext Brussels,EUR,AGES.BR,Investment Management & Fund Operators,82.0118535586277,42.9894846354473,92.9124724379254,68.1616622795293,,,,,Insurance,Financials
693,FR0000120073,AI,Commodity Chemicals,AIR LIQUIDE,AI,Euronext Paris,EUR,AIRP.PA,"Real Estate Rental, Development & Operations",49.5800860985785,87.6082336972632,93.902386541471,73.9594124962367,,,,,Chemicals,Basic Materials
694,FR0010313833,AKBA,Commodity Chemicals,ARKEMA,AKE,Euronext Paris,EUR,AKE.PA,,90.6296344609408,91.335053714217,47.8714788732394,81.3129281925261,,,,,Chemicals,Basic Materials
695,NO0010886625,AKBM.OL,Fishing & Farming,AKER BIOMARINE,AKBM,Oslo Børs,NOK,AKBM.OL,Integrated Telecommunications Services,29.749521360341,69.6169545802852,32.3504273504273,48.4243178909915,,,,,Food & Tobacco,Consumer Non-Cyclicals
696,NO0003097503,AKVA.OL,Fishing & Farming,AKVA GROUP,AKVA,Oslo Børs,NOK,AKVA.OL,Specialty Chemicals,14.1942000821922,36.7180858647729,50.1953601953602,33.7662426057812,,,,,Food & Tobacco,Consumer Non-Cyclicals
697,NL0013267909,AKZA.AS,Commodity Chemicals,AKZO NOBEL,AKZA,Euronext Amsterdam,EUR,AKZO.AS,,64.6417418654383,82.0553662815275,85.8677900500331,76.0139014172867,18.0,7.66,4.81,5.52,Chemicals,Basic Materials
698,FR0013341781,AL2SI.PA,Computer Hardware,2CRSI,AL2SI,Euronext Growth Paris,EUR,AL2SI.PA,Semiconductors,41.2124109553812,19.4935539876621,51.4775039123631,33.3413873695423,,,,,"Computers, Phones & Household Electronics",Technology
699,FR0010641449,ALAGR.PA,Fishing & Farming,AGROGENERATION,ALAGR,Euronext Growth Paris,EUR,ALAGR.PA,Wireless Telecommunications Services,2.47436269800487,2.09058733835357,10.5470085470085,4.41009871537658,,,,,Food & Tobacco,Consumer Non-Cyclicals
700,FR0000076655,ALATI.PA,"Auto, Truck & Motorcycle Parts",ACTIA GROUP,ALATI,Euronext Growth Paris,EUR,ALATI.PA,"Medical Equipment, Supplies & Distribution",29.2117901955764,66.1043798176131,18.4732846297092,41.9223368966713,,,,,Automobiles & Auto Parts,Consumer Cyclicals
701,FR0000054322,ALCBX,"Auto, Truck & Motorcycle Parts",CIBOX INTER A CTIV,ALCBX,Euronext Growth Paris,EUR,ALCBX.PA,Oil Related Services and Equipment,,,,,23.43,4.61,10.99,7.67,Automobiles & Auto Parts,Consumer Cyclicals
702,FR0004152882,ALCLA.PA,Marine Freight & Logistics,CLASQUIN,ALCLA,Euronext Growth Paris,EUR,ALCLA.PA,,17.1742211493962,33.0022525542877,15.5990068280571,22.6031430079733,,,,,Freight & Logistics Services,Industrials
704,FR0013258662,ALDX,Ground Freight & Logistics,ALD,ALD,Euronext Paris,EUR,ALDA.PA,,65.1354235972499,64.7855305861373,49.5843114241001,60.5622884293653,,,,,Freight & Logistics Services,Industrials
705,NL0012817175,ALFEN.AS,Heavy Electrical Equipment,ALFEN,ALFEN,Euronext Amsterdam,EUR,ALFEN.AS,,61.1436781851283,69.5469779830723,62.2536108751062,64.5977393188479,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
707,FR0012819381,ALGIL.PA,Non-Paper Containers & Packaging,GROUPE GUILLIN,ALGIL,Euronext Growth Paris,EUR,ALGIL.PA,Software,11.5127163467949,17.5058322824716,17.4305555555555,15.3144396292631,,,,,Containers & Packaging,Basic Materials
709,IT0005380438,ALKS,Advertising & Marketing,MEDIA MAKER,ALKER,Euronext Growth Paris,EUR,ALKER.PA,Renewable Fuels,,,,,25.79,1.64,16.02,8.13,Media & Publishing,Consumer Cyclicals
710,GB00BNTJ3546,ALLFG.AS,Financial Technology (Fintech),ALLFUNDS GROUP,ALLFG,Euronext Amsterdam,EUR,ALLFG.AS,,56.3909774436089,51.5584505100634,43.7804795471319,48.2085494070032,,,,,Financial Technology (Fintech) & Infrastructure,Technology
711,FR0010131409,ALLIX,Software,WALLIX,ALLIX,Euronext Growth Paris,EUR,ALLIX.PA,IT Services & Consulting,2.40740740740741,19.6489338680823,19.3194444444444,17.1030456286703,21.2,2.99,10.33,7.71,Software & IT Services,Technology
712,FR0010220475,ALO.PA,Heavy Machinery & Vehicles,ALSTOM,ALO,Euronext Paris,EUR,ALSO.PA,,99.1602928733039,89.4487685658171,85.6588613406795,91.6884931700771,19.03,3.4,8.93,6.7,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
713,FR0000066441,ALPJT.PA,Construction Supplies & Fixtures,POUJOULAT,ALPJT,Euronext Growth Paris,EUR,ALPJT.PA,Consumer Publishing,8.76927283818177,9.12278616426957,16.6253443526171,10.9442493188644,,,,,Homebuilding & Construction Supplies,Consumer Cyclicals
714,GB00BLG2TX24,ALRPD.PA,Food Processing,RAPID NUTRITION,ALRPD,Euronext Growth Paris,EUR,ALRPD.PA,Investment Holding Companies,5.37578164148869,6.50659860004998,40.5631733262911,15.0788506942855,,,,,Food & Tobacco,Consumer Non-Cyclicals
715,PTALT0AE0002,ALTR,Paper Products,ALTRI SGPS,ALTR,Euronext Lisbon,EUR,ALSS.LS,Iron & Steel,65.9335225318197,73.8237988626938,29.7930283224401,59.6584479261543,,,,,Paper & Forest Products,Basic Materials
716,FR0000120503,AMC,Construction & Engineering,BOUYGUES,EN,Euronext Paris,EUR,BOUY.PA,Banks,71.2961279494152,89.0038791205278,59.5698356807511,74.6502304230569,,,,,Construction & Engineering,Industrials
717,NL0011794037,AMD,Food Retail & Distribution,AHOLD DEL,AD,"Euronext Amsterdam, Brussels",EUR,AD.AS,Consumer Goods Conglomerates,67.1972574386628,79.8451912428269,86.1135916270584,78.7110007376912,,,,,Food & Drug Retailing,Consumer Non-Cyclicals
718,NL0000888691,AMG,Specialty Mining & Metals,AMG,AMG,Euronext Amsterdam,EUR,AMG.AS,Industrial Machinery & Equipment,64.6079260053498,70.4376439506183,92.5651735560996,73.8194831035615,20.37,1.43,8.1,10.85,Metals & Mining,Basic Materials
719,FR0000053027,AML.V,"Auto, Truck & Motorcycle Parts",AKWEL,AKW,Euronext Paris,EUR,AKW.PA,Industrial Machinery & Equipment,34.3344572735944,51.3455656202242,32.6424100156494,40.989182247864,,,,,Automobiles & Auto Parts,Consumer Cyclicals
720,IT0004056880,AMP,"Medical Equipment, Supplies & Distribution",AMPLIFON,AMP,Euronext Milan,EUR,AMPF.MI,Integrated Telecommunications Services,66.5549892434979,78.7868017978317,65.3319807455145,71.9018915304043,22.61,2.57,7.22,12.82,Healthcare Equipment & Supplies,Healthcare
721,FR0004125920,AMUN.PA,Investment Management & Fund Operators,AMUNDI,AMUN,Euronext Paris,EUR,AMUN.PA,"Real Estate Rental, Development & Operations",92.4599279085819,77.0493003773942,40.9344679186228,62.3640776937291,,,,,Investment Banking & Investment Services,Financials
722,FR0014005AL0,ANTIN.PA,Investment Management & Fund Operators,ANTIN INFRA PARTN,ANTIN,Euronext Paris,EUR,ANTIN.PA,Aerospace & Defense,7.26930320150658,34.6928482615438,51.3832159624413,38.6394667924234,,,,,Investment Banking & Investment Services,Financials
723,LU0569974404,APAM,Iron & Steel,APERAM,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,APAM.AS,Semiconductors,87.2372213932603,92.9471279305002,84.2320325844172,88.7972329115332,,,,,Metals & Mining,Basic Materials
724,FR0000125338,ARCC,IT Services & Consulting,CAPGEMINI,CAP,Euronext Paris,EUR,CAPP.PA,,77.2118980595906,92.3788337444268,57.9953051643192,74.3632818899268,,,,,Software & IT Services,Technology
725,FR0000064164,ARE,Paper Products,EXACOMPTA CLAIREF.,ALEXA,Euronext Growth Paris,EUR,ALEXA.PA,Renewable Energy Equipment & Services,54.3537151702786,28.1009752210374,17.8663928012519,37.6159248571429,13.85,3.91,3.66,6.27,Paper & Forest Products,Basic Materials
726,FR0000039216,AREIT.PA,"Real Estate Rental, Development & Operations",ALTAREIT,AREIT,Euronext Paris,EUR,AREIT.PA,Financial Technology (Fintech),58.6754750340985,64.8901406877655,28.2179186228481,50.9728367105496,,,,,Real Estate Operations,Real Estate
728,NL0015000N33,ARIS,Electrical Components & Equipment,ARISTON HOLDING,ARIS,Euronext Milan,EUR,ARIS.MI,,40.6598521719952,20.6206693290616,43.8298126268051,34.0797030120798,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
729,IT0004093263,ASC,Natural Gas Utilities,ASCOPIAVE,ASC,Euronext Milan,EUR,ASCI.MI,Investment Management & Fund Operators,29.994701569481,51.3474051828089,51.0589966980944,43.5590143431909,,,,,Natural Gas Utilities,Utilities
730,NL0000334118,ASM,Semiconductor Equipment & Testing,ASM INTERNATIONAL,ASM,Euronext Amsterdam,EUR,ASMI.AS,Real Estate Services,58.1214298875991,79.3297064542839,88.3246011517039,75.0556708224392,,,,,Semiconductors & Semiconductor Equipment,Technology
731,NL0011872643,ASRNL.AS,Multiline Insurance & Brokers,ASR NEDERLAND,ASRNL,Euronext Amsterdam,EUR,ASRNL.AS,Semiconductors,90.6936032477507,78.895193833082,69.0652455710787,76.5363357835699,,,,,Insurance,Financials
732,NO0010715394,ASSA-B.ST,Construction & Engineering,ABL GROUP,ABL,Oslo Børs,NOK,ABL.OL,Business Support Services,,,,,17.42,7.93,3.45,6.04,Construction & Engineering,Industrials
733,FR0000074148,ASYS,Construction & Engineering,ASSYSTEM,ASY,Euronext Paris,EUR,ASY.PA,Banks,24.5970403809668,61.3466470128083,52.9258607198748,45.4986434775846,,,,,Construction & Engineering,Industrials
734,FR0000071946,ATER,IT Services & Consulting,ALTEN,ATE,Euronext Paris,EUR,LTEN.PA,Advanced Medical Equipment & Technology,71.3009219793437,86.6573059320668,79.9825899843505,81.4370138908432,,,,,Software & IT Services,Technology
735,FR0000051732,ATO,IT Services & Consulting,ATOS,ATO,Euronext Paris,EUR,ATOS.PA,Drug Retailers,75.7273623085618,90.2359896822335,69.9536384976525,78.836788933126,34.79,14.83,13.42,6.54,Software & IT Services,Technology
736,FR0000063737,AUB,IT Services & Consulting,AUBAY,AUB,Euronext Paris,EUR,AUBT.PA,,43.0803915895061,69.4542846199936,43.8984741784037,53.9678164885476,,,,,Software & IT Services,Technology
737,NO0010073489,AUSS.OL,Food Processing,AUSTEVOLL SEAFOOD,AUSS,Oslo Børs,NOK,AUSS.OL,,69.851248998421,83.7517136689304,52.5274725274725,71.5998190241942,,,,,Food & Tobacco,Consumer Non-Cyclicals
738,NO0004822503,AVIR,IT Services & Consulting,ATEA,ATEA,Oslo Børs,NOK,ATEA.OL,Commodity Chemicals,63.9058924011544,78.1369649260444,86.2759462759462,79.9275529122611,,,,,Software & IT Services,Technology
739,FR001400CFI7,AVT,Computer & Electronics Retailers,AVENIR TELECOM,AVT,Euronext Paris,EUR,AVOM.PA,Consumer Goods Conglomerates,,,,,8.1,1.96,2.7,3.44,Specialty Retailers,Consumer Cyclicals
740,GB00BQQFX454,AXS,Forest & Wood Products,ACCSYS,AXS,Euronext Amsterdam,EUR,ACCS.L,Pharmaceuticals,,,,,22.63,1.56,10.68,10.4,Paper & Forest Products,Basic Materials
741,IT0003261697,AZMCF,Investment Management & Fund Operators,AZIMUT,AZM,Euronext Milan,EUR,AZMT.MI,,47.1937328402043,55.8513173405461,43.5532338308457,48.9052950743168,,,,,Investment Banking & Investment Services,Financials
742,BE0974400328,AZTA,Diversified Industrial Goods Wholesale,AZELIS GROUP,AZE,Euronext Brussels,EUR,AZE.BR,,41.4880952380952,69.2906508695982,74.6112549132393,63.1021165058697,,,,,Diversified Industrial Goods Wholesale,Industrials
743,BE0003853703,B0=F,"Real Estate Rental, Development & Operations",MONTEA,MONT,"Euronext Brussels, Paris",EUR,MONTE.BR,Personal Services,27.5034514012656,38.1837007556731,65.1279838941616,43.6032796999865,,,,,Real Estate Operations,Real Estate
744,NO0010633951,B2H.OL,Corporate Financial Services,B2HOLDING,B2H,Oslo Børs,NOK,B2H.OL,,25.3108722469846,57.9331386826655,79.3894993894994,60.9598221703876,,,,,Banking Services,Financials
745,IT0003217335,BA,Investment Management & Fund Operators,BORGOSESIA,BO,Euronext Milan,EUR,BRGI.MI,Online Services,,,,,34.68,7.08,19.72,7.87,Investment Banking & Investment Services,Financials
746,FO0000000179,BAKKA.OL,Fishing & Farming,BAKKAFROST,BAKKA,Oslo Børs,NOK,BAKKA.OL,Gold,65.1294952246097,56.589793223187,75.0,63.8535061638373,,,,,Food & Tobacco,Consumer Non-Cyclicals
747,NL0000337319,BAMNB.AS,Construction & Engineering,BAM GROEP KON,BAMNB,Euronext Amsterdam,EUR,BAMN.AS,Pharmaceuticals,80.6561154728612,63.6362002778894,80.4132445954875,74.3845629342137,,,,,Construction & Engineering,Industrials
748,BE0974362940,BAR,Electronic Equipment & Parts,BARCO,BAR,Euronext Brussels,EUR,BAR.BR,,71.9116070662893,78.2667813572783,38.3462755248777,64.0257274427897,,,,,Electronic Equipment & Parts,Technology
749,FR0000120966,BB,Business Support Supplies,BIC,BB,Euronext Paris,EUR,BICP.PA,Property & Casualty Insurance,74.5495588284679,84.9673383755284,50.7869718309859,71.0399014334625,,,,,Professional & Commercial Services,Industrials
750,ES0113211835,BBVA,Banks,BANCO BILBAO VIZC.,BBV,Traded not listed Brussels,EUR,BBVA.MC,,93.9365062185687,91.6793368634926,73.0770470664087,85.3075449236734,,,,,Banking Services,Financials
751,IT0004764699,BC,Apparel & Accessories,BRUNELLO CUCINELLI,BC,Euronext Milan,EUR,BCU.MI,Natural Gas Utilities,56.1740448692782,52.1402271837053,64.1321557862911,56.3163075100543,,,,,Textiles & Apparel,Consumer Cyclicals
752,BE0974281132,BCART.BR,"Medical Equipment, Supplies & Distribution",BIOCARTIS,BCART,Euronext Brussels,EUR,BCART.BR,Biotechnology & Medical Research,63.9718865902273,78.3694665625318,70.1610583836641,73.0063723711749,,,,,Healthcare Equipment & Supplies,Healthcare
753,PTBCP0AM0015,BCPC,Banks,B.COM.PORTUGUES,BCP,Euronext Lisbon,EUR,BCP.LS,Investment Banking & Brokerage Services,67.3885676176226,86.2328977900547,68.6819172113289,77.2009612368832,,,,,Banking Services,Financials
754,NO0010751910,BCS.WA,Banks,SPBK 1 ØSTLANDET,SPOL,Oslo Børs,NOK,SPOLS.OL,Business Support Services,90.7372538164294,60.7649564014957,26.4590964590964,52.7308576499824,,,,,Banking Services,Financials
755,IT0001041000,BDBKX,Banks,BCO DESIO BRIANZA,BDB,Euronext Milan,EUR,DESI.MI,Online Services,,,,,29.14,0.0,0.0,0.0,Banking Services,Financials
756,SGXZ33675836,BDEV.L,Fishing & Farming,BARRAMUNDI GROUP,BARRA,Euronext Growth Oslo,NOK,BARRA.OL,,,,,,11.65,4.25,3.81,3.58,Food & Tobacco,Consumer Non-Cyclicals
757,IT0001268561,BDX,Household Electronics,B&C SPEAKERS,BEC,Euronext Milan,EUR,37B.MI,Consumer Lending,,,,,26.74,3.7,15.56,7.48,"Computers, Phones & Household Electronics",Technology
758,BE0974258874,BEKB.BR,Electrical Components & Equipment,BEKAERT,BEKB,Euronext Brussels,EUR,BEKB.BR,Auto & Truck Manufacturers,56.9269811188509,69.3290615708198,65.9677883232672,64.1330511876161,,,,,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials
759,FR0000035164,BEN,Recreational Products,BENETEAU,BEN,Euronext Paris,EUR,CHBE.PA,"Hotels, Motels & Cruise Lines",50.8039579468151,58.4743318614653,40.0608372456964,50.7557991155959,18.18,1.12,9.88,7.18,Leisure Products,Consumer Cyclicals
760,NL0012866412,BESI.AS,Semiconductor Equipment & Testing,BE SEMICONDUCTOR,BESI,Euronext Amsterdam,EUR,BESI.AS,,64.1399484061176,74.4175008375438,87.0872274143302,74.5049459437971,,,,,Semiconductors & Semiconductor Equipment,Technology
761,NO0010890965,BEWI.OL,Non-Paper Containers & Packaging,BEWI,BEWI,Oslo Børs,NOK,BEWI.OL,Miscellaneous Specialty Retailers,36.363818193132,52.9848088668001,59.023199023199,48.3849623519767,,,,,Containers & Packaging,Basic Materials
762,IT0005244402,BFFAF,Corporate Financial Services,BFF BANK,BFF,Euronext Milan,EUR,BFF.MI,,20.5815202293787,79.4803280278158,44.0024664836695,58.2268695489482,28.11,12.82,6.9,8.38,Banking Services,Financials
763,IT0005187460,BFGFX,Fishing & Farming,B.F.,BFG,Euronext Milan,EUR,BFG.MI,Specialty Mining & Metals,,,,,28.47,3.64,12.68,7.7,Food & Tobacco,Consumer Non-Cyclicals
764,NL0011872650,BFIT,Leisure & Recreation,BASIC-FIT,BFIT,Euronext Amsterdam,EUR,BFIT.AS,,37.8196187819618,53.8082869716365,61.061020692304,51.7091494275071,,,,,Hotels & Entertainment Services,Consumer Cyclicals
