Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
LEPERMISLIBRE;FR001400F2Z1;ALLPL;"Euronext Growth Paris";EUR;3.0005;3.0005;2.97;2.97;"06/04/2023 17:07";CET;302;903.72;-;-
"LERØY SEAFOOD GP";NO0003096208;LSG;"Oslo Børs";NOK;53.05;53.05;51.20;51.60;"05/04/2023 13:05";CET;283099;14678309.80;-;-
"LES AGENCES DE PAP";FR0014003I41;MLPAP;"Euronext Access Paris";EUR;3.26;3.26;3.26;3.26;"22/12/2022 11:30";CET;3100;10106.00;-;-
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;60.00;60.00;60.00;60.00;"03/04/2023 16:30";CET;2;120.00;-;-
"LEVI STRAUSS & CO";US52736R1023;2LEVI;"Euronext After Hours Milan";EUR;-;-;-;-;-;CET;-;-;-;-
"LEVI STRAUSS&CO";US52736R1023;1LEVI;BITGEM;EUR;18.80;18.80;18.80;18.80;"19/08/2022 00:00";CET;220;4136.00;-;-
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;2.345;2.37;2.33;2.365;"06/04/2023 15:48";CET;2681;6307.79;-;-
LHYFE;FR0014009YQ1;LHYFE;"Euronext Paris";EUR;6.90;6.99;6.69;6.69;"06/04/2023 17:36";CET;16837;114572.15;-;-
LIFECARE;NO0010591191;LIFE;"Euronext Growth Oslo";NOK;2.15;2.15;2.00;2.07;"05/04/2023 11:59";CET;3028;6153.39;-;-
LINDBERGH;IT0005469272;LDB;"Euronext Growth Milan";EUR;1.89;1.905;1.84;1.905;"06/04/2023 11:05";CET;11000;20670.00;-;-
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;45.00;45.00;44.90;45.00;"06/04/2023 17:35";CET;55;2472.60;-;-
"LINK MOBILITY GRP";NO0010894231;LINK;"Oslo Børs";NOK;7.96;8.45;7.96;8.40;"05/04/2023 13:05";CET;337294;2796908.20;-;-
LISGRAFICA;PTLIG0AE0002;LIG;"Euronext Lisbon";EUR;0.0055;0.0055;0.0055;0.0055;"04/04/2023 20:30";BST;15327;84.31;-;-
LISI;FR0000050353;FII;"Euronext Paris";EUR;24.15;24.65;24.10;24.55;"06/04/2023 17:35";CET;7384;179928.15;-;-
"LITHO FORMAS";PTLIT0AE0005;LIT;"Euronext Access Lisbon";EUR;1.65;1.65;1.65;1.65;"10/03/2023 21:30";BST;6;9.90;-;-
"LLAMA GROUP";BE0974334667;ALLAM;"Euronext Growth Paris, Brussels";EUR;1.768;1.838;1.696;1.75;"06/04/2023 17:35";CET;111581;195179.70;-;-
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;1.87;1.87;1.85;1.85;"06/04/2023 09:00";CET;201;371.87;-;-
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;31.75;32.30;31.75;32.00;"06/04/2023 17:35";CET;6927;221396.60;-;-
"LOCASYSTEM INTL";FR0004155208;MLLOI;"Euronext Access Paris";EUR;25.00;25.00;23.00;23.00;"04/04/2023 16:30";CET;311;7375.00;-;-
"LOGIC INSTRUMENT";FR0000044943;ALLOG;"Euronext Growth Paris";EUR;0.309;0.309;0.309;0.309;"06/04/2023 17:35";CET;750;231.75;-;-
"LOMBARD ET MEDOT";FR0006205019;MLCAC;"Euronext Access Paris";EUR;14.00;14.00;14.00;14.00;"06/03/2023 11:30";CET;30;420.00;-;-
LONGINO&CARDENAL;IT0005337073;LON;"Euronext Growth Milan";EUR;2.86;2.86;2.86;2.86;"03/04/2023 14:38";CET;1000;2860.00;-;-
"LOTUS BAKERIES";BE0003604155;LOTB;"Euronext Brussels";EUR;6490.00;6540.00;6480.00;6500.00;"06/04/2023 17:35";CET;259;1683590.00;-;-
LUCASBOLS;NL0010998878;BOLS;"Euronext Amsterdam";EUR;11.25;11.50;11.25;11.40;"06/04/2023 16:58";CET;11269;128103.00;-;-
LUCIBEL;FR0011884378;ALUCI;"Euronext Growth Paris";EUR;0.88;0.88;0.84;0.878;"06/04/2023 17:29";CET;74818;64392.39;-;-
"LUCISANO MEDIA G";IT0004522162;LMG;"Euronext Growth Milan";EUR;1.27;1.28;1.25;1.28;"06/04/2023 16:13";CET;6400;8032.00;-;-
"LUMI GRUPPEN";NO0010927288;LUMI;"Euronext Growth Oslo";NOK;11.90;11.90;11.40;11.70;"05/04/2023 13:05";CET;4134;48069.50;-;-
LUMIBIRD;FR0000038242;LBIRD;"Euronext Paris";EUR;14.50;14.50;14.24;14.24;"06/04/2023 17:35";CET;4515;64750.22;-;-
LUVE;IT0005107492;LUVE;"Euronext Milan";EUR;31.35;31.35;30.50;31.10;"06/04/2023 17:35";CET;5891;181804.35;-;-
"LVENTURE GROUP";IT0005013013;LVEN;"Euronext Milan";EUR;0.325;0.335;0.309;0.322;"06/04/2023 17:35";CET;138050;43755.14;-;-
LVMH;FR0000121014;2MC;"Euronext After Hours Milan";EUR;830.70;830.70;830.70;830.70;"05/04/2023 19:00";CET;1;830.70;-;-
LVMH;FR0000121014;1MC;BITGEM;EUR;843.80;843.80;828.00;828.10;"06/04/2023 17:29";CET;506;421438.10;-;-
LVMH;FR0000121014;MC;"Euronext Paris";EUR;841.60;842.80;826.70;829.10;"06/04/2023 17:37";CET;369459;307309185.20;-;-
LYFT;US55087P1049;2LYFT;"Euronext After Hours Milan";EUR;-;-;-;-;-;CET;-;-;-;-
LYFT;US55087P1049;1LYFT;BITGEM;EUR;8.665;8.665;8.233;8.233;"05/04/2023 17:04";CET;4550;37508.35;-;-
LYSOGENE;FR0013233475;LYS;"Euronext Paris";EUR;0.28;0.28;0.2755;0.2795;"05/01/2023 17:35";CET;15163;4221.28;-;-
"LYTIX BIOPHARMA";NO0010405780;LYTIX;"Euronext Growth Oslo";NOK;7.00;7.00;6.50;6.60;"05/04/2023 12:25";CET;28337;186370.75;-;-
"M VEST WATER";NO0010976343;MVW;"Euronext Growth Oslo";NOK;8.56;8.78;8.56;8.78;"05/04/2023 12:48";CET;900;7715.00;-;-
M.R.M;FR00140085W6;MRM;"Euronext Paris";EUR;25.00;25.00;25.00;25.00;"06/04/2023 16:30";CET;207;5175.00;-;-
M2I;FR0013270626;ALMII;"Euronext Growth Paris";EUR;3.76;3.86;3.74;3.86;"06/04/2023 12:38";CET;1209;4598.16;-;-
"MAAT PHARMA";FR0012634822;MAAT;"Euronext Paris";EUR;10.05;10.10;10.00;10.00;"06/04/2023 14:49";CET;74;741.05;-;-
"MACC1X1 SOCIMI";ES0105665006;MLMAC;"Euronext Access Lisbon";EUR;1.18;1.18;1.18;1.18;"22/06/2022 04:00";BST;-;-;-;-
MADE;FR0010328302;MLMAD;"Euronext Access Paris";EUR;8.75;8.75;8.75;8.75;"05/04/2023 11:30";CET;200;1750.00;-;-
MAGILLEM;FR0010827741;MLMGL;"Euronext Access Paris";EUR;14.00;14.00;14.00;14.00;"05/04/2023 13:04";CET;49;686.00;-;-
MAGIS;IT0005525347;MGS;"Euronext Growth Milan";EUR;12.40;12.40;12.40;12.40;"06/04/2023 16:35";CET;1000;12400.00;-;-
MAGNORA;NO0010187032;MGN;"Oslo Børs";NOK;22.40;22.40;21.90;22.00;"05/04/2023 13:05";CET;77954;1715429.50;-;-
"MAIRE TECNIMONT";IT0004931058;MAIRE;"Euronext Milan";EUR;3.82;3.936;3.82;3.90;"06/04/2023 17:35";CET;533070;2079350.79;-;-
"MAIS.ANTOINE BAUD";FR0000061657;MLMAB;"Euronext Access Paris";EUR;158.00;174.00;158.00;174.00;"05/04/2023 16:30";CET;21;3462.00;-;-
"MAISON CLIO BLUE";FR0011092089;MLCLI;"Euronext Access Paris";EUR;1.98;1.98;1.98;1.98;"24/03/2023 11:30";CET;1;1.98;-;-
"MAISONS DU MONDE";FR0013153541;MDM;"Euronext Paris";EUR;9.80;9.945;9.585;9.59;"06/04/2023 17:35";CET;68402;664789.26;-;-
"MAJOREL GROUP LUX";LU2382956378;MAJ;"Euronext Amsterdam";EUR;19.50;20.60;19.50;20.55;"06/04/2023 17:35";CET;9203;188327.40;-;-
"MAKING SCIENCE";ES0105463006;ALMKS;"Euronext Growth Paris";EUR;13.00;13.00;13.00;13.00;"06/04/2023 11:30";CET;1;13.00;-;-
"MALIN CORP. PLC";IE00BVGC3741;MLC;"Euronext Growth Dublin";EUR;6.15;6.15;6.05;6.05;"06/04/2023 21:00";IST;717;4355.25;-;-
"MALTERIES FCO-BEL.";FR0000030074;MALT;"Euronext Paris";EUR;600.00;600.00;600.00;600.00;"06/04/2023 11:30";CET;3;1800.00;-;-
"MANITOU BF";FR0000038606;MTU;"Euronext Paris";EUR;20.65;21.25;20.55;21.25;"06/04/2023 17:35";CET;29215;613006.90;-;-
MAPS;IT0005364333;MAPS;"Euronext Growth Milan";EUR;3.34;3.36;3.30;3.33;"06/04/2023 16:58";CET;21879;72696.28;-;-
"MAQ ADMON. URBANAS";ES0105447009;MLMAQ;"Euronext Access Paris";EUR;8.30;8.30;8.30;8.30;"27/01/2020 11:30";CET;1;8.30;-;-
"MARATHON OIL CORP";US5658491064;MROIL;"Traded not listed Brussels";USD;16.00;16.00;16.00;16.00;"12/10/2021 09:08";CET;265;4240.00;-;-
"MARE NOSTRUM";FR0013400835;ALMAR;"Euronext Growth Paris";EUR;2.46;2.46;2.38;2.42;"06/04/2023 16:15";CET;211;507.36;-;-
MAREL;IS0000000388;MAREL;"Euronext Amsterdam";EUR;3.77;3.77;3.66;3.69;"06/04/2023 17:35";CET;3544;13105.83;-;-
"MAROC TELECOM";MA0000011488;IAM;"Euronext Paris";EUR;8.85;8.85;8.65;8.85;"06/04/2023 17:07";CET;426;3726.60;-;-
MARR;IT0003428445;MARR;"Euronext Milan";EUR;13.52;13.70;13.44;13.70;"06/04/2023 17:35";CET;120020;1635655.90;-;-
MARTIFER;PTMFR0AM0003;MAR;"Euronext Lisbon";EUR;1.135;1.17;1.135;1.17;"06/04/2023 18:48";BST;130;148.60;-;-
"MARZOCCHI POMPE";IT0004376858;MARP;"Euronext Growth Milan";EUR;4.56;4.56;4.56;4.56;"05/04/2023 13:20";CET;500;2280.00;-;-
"MASI AGRICOLA";IT0004125677;MASI;"Euronext Growth Milan";EUR;4.43;4.50;4.41;4.41;"06/04/2023 17:29";CET;2429;10812.09;-;-
MASTRAD;FR0004155687;ALMAS;"Euronext Growth Paris";EUR;0.063;0.064;0.0562;0.06;"06/04/2023 16:44";CET;104501;6567.48;-;-
"MASTRAD BS29";FR0013472446;MASBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"MATICA FINTEC";IT0005388449;MFT;"Euronext Growth Milan";EUR;2.53;2.55;2.47;2.48;"06/04/2023 17:35";CET;20700;51552.00;-;-
"MAUNA KEA TECH";FR0010609263;MKEA;"Euronext Paris";EUR;0.59;0.622;0.58;0.619;"06/04/2023 17:35";CET;174836;105899.84;-;-
MAURAGE;BE0011844108;-;"Euronext Expert Market";EUR;350.00;350.00;350.00;350.00;"10/07/2018 11:30";CET;63;22050.00;-;-
"MAUREL ET PROM";FR0000051070;MAU;"Euronext Paris";EUR;3.572;3.662;3.55;3.634;"06/04/2023 17:35";CET;228638;828768.31;-;-
MAZARO;BE0974404361;MLMAZ;"Euronext Access Brussels";EUR;6.90;6.90;6.90;6.90;"03/04/2023 11:30";CET;360;2484.00;-;-
MBWS;FR0000060873;MBWS;"Euronext Paris";EUR;2.28;2.29;2.25;2.28;"06/04/2023 17:35";CET;24479;55907.86;-;-
"MBWS BSAR 2023";FR0013066313;MBWSZ;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"08/03/2023 09:00";CET;1383;0.69;-;-
"MBZ (Gen-Jce)";BE0010342609;-;"Euronext Expert Market";EUR;124.50;124.50;124.50;124.50;"01/09/2015 11:30";CET;7;871.50;-;-
"MCPHY ENERGY";FR0011742329;MCPHY;"Euronext Paris";EUR;11.96;12.14;11.89;12.14;"06/04/2023 17:35";CET;43746;525908.38;-;-
MDV;FR0014006PT9;MLMDV;"Euronext Access Paris";EUR;11.90;11.90;11.90;11.90;"07/02/2023 16:30";CET;3;35.70;-;-
MDXHEALTH;BE0003844611;MDXH;"Euronext Brussels";EUR;0.292;0.297;0.285;0.294;"06/04/2023 17:35";CET;173339;50399.11;-;-
MECHELEN;BE0101614551;-;"Euronext Expert Market";EUR;105.00;105.00;105.00;105.00;"13/09/2022 11:30";CET;5;525.00;-;-
"MEDESIS PHARMA";FR0010844464;ALMDP;"Euronext Growth Paris";EUR;2.43;2.48;2.43;2.46;"06/04/2023 15:00";CET;744;1825.03;-;-
"MEDIA 6";FR0000064404;EDI;"Euronext Paris";EUR;7.55;7.55;7.55;7.55;"30/03/2023 09:00";CET;10;75.50;-;-
"MEDIA CAPITAL";PTGMC0AM0003;MCP;"Euronext Lisbon";EUR;1.05;1.05;1.05;1.05;"06/04/2023 15:30";BST;130;136.50;-;-
"MEDIA LAB";IT0005324105;MLLAB;"Euronext Access Paris";EUR;1.39;1.39;1.39;1.39;"20/03/2023 11:30";CET;1;1.39;-;-
"MEDIA MAKER";IT0005380438;ALKER;"Euronext Growth Paris";EUR;1.05;1.05;1.05;1.05;"13/12/2022 11:30";CET;1;1.05;-;-
MEDIANTECHNOLOGIES;FR0011049824;ALMDT;"Euronext Growth Paris";EUR;8.19;8.19;8.07;8.10;"06/04/2023 17:35";CET;3432;27995.74;-;-
MEDICA;IT0005460149;MDC;"Euronext Growth Milan";EUR;22.80;22.80;22.80;22.80;"06/04/2023 14:50";CET;150;3420.00;-;-
MEDINCELL;FR0004065605;MEDCL;"Euronext Paris";EUR;9.79;9.79;9.56;9.62;"06/04/2023 17:35";CET;19029;183997.54;-;-
MEDIOBANCA;IT0000062957;2MB;"Euronext After Hours Milan";EUR;9.182;9.206;9.154;9.206;"05/04/2023 18:07";CET;2183;20043.57;-;-
MEDIOBANCA;IT0000062957;MB;"Euronext Milan";EUR;9.212;9.452;9.212;9.444;"06/04/2023 17:35";CET;2218849;20805466.64;-;-
"MEDIOCREDITO EUROP";IT0004844848;MLMCE;"Euronext Access Paris";EUR;4.30;4.30;4.30;4.30;"28/11/2012 10:24";CET;100;430.00;-;-
MEDISTIM;NO0010159684;MEDI;"Oslo Børs";NOK;310.00;310.00;271.00;282.00;"05/04/2023 12:24";CET;664;199822.00;-;-
MEGLIOQUESTO;IT0005450173;MQSPA;"Euronext Growth Milan";EUR;0.948;0.954;0.83;0.846;"06/04/2023 17:35";CET;304569;263612.12;-;-
MELEXIS;BE0165385973;MELE;"Euronext Brussels";EUR;99.50;99.95;98.50;99.75;"06/04/2023 17:35";CET;19875;1976419.80;-;-
"MELHUS SPAREBANK";NO0006001908;MELG;"Oslo Børs";NOK;157.00;160.00;157.00;160.00;"05/04/2023 12:48";CET;435;69395.00;-;-
MELTWATER;NL00150003D3;MWTR;"Oslo Børs";NOK;17.65;17.85;17.65;17.83;"05/04/2023 13:05";CET;253922;4521958.51;-;-
"MEMSCAP REGPT";FR0010298620;MEMS;"Euronext Paris";EUR;2.97;2.97;2.61;2.75;"06/04/2023 17:35";CET;60328;166521.58;-;-
"MERCEDES-BENZ G.";DE0007100000;2MBG;"Euronext After Hours Milan";EUR;70.91;70.91;70.91;70.91;"04/04/2023 18:56";CET;1;70.91;-;-
"MERCEDES-BENZ G.";DE0007100000;1MBG;BITGEM;EUR;68.54;68.54;67.48;68.02;"06/04/2023 17:16";CET;3205;217836.54;-;-
MERCIALYS;FR0010241638;MERY;"Euronext Paris";EUR;9.12;9.275;9.06;9.26;"06/04/2023 17:35";CET;231465;2130637.67;-;-
MERCK;DE0006599905;1MRK;BITGEM;EUR;174.10;174.10;174.10;174.10;"05/04/2023 15:39";CET;60;10446.00;-;-
"MERCK AND CO INC";US58933Y1055;MRK;"Euronext Paris";EUR;102.00;103.60;97.60;103.60;"06/04/2023 17:22";CET;611;60121.10;-;-
"MERIDIA RE IV";ES0105559001;MLMIV;"Euronext Access Paris";EUR;18.55;18.55;18.55;18.55;"02/07/2021 00:00";CET;-;-;-;-
"MERLIN PROPERTIES";ES0105025003;MRL;"Euronext Lisbon";EUR;7.95;7.95;7.95;7.95;"06/04/2023 18:50";BST;300;2385.00;-;-
MERSEN;FR0000039620;MRN;"Euronext Paris";EUR;39.05;39.20;38.25;38.45;"06/04/2023 17:35";CET;24368;938983.80;-;-
"MESSER BELGIUM";BE0003222214;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
"MET.EXTRA GROUP";IT0005481855;MET;"Euronext Milan";EUR;3.86;3.86;3.80;3.84;"05/04/2023 13:45";CET;1005;3825.26;-;-
"META PLATFORMS";US30303M1027;2META;"Euronext After Hours Milan";EUR;193.14;193.14;193.14;193.14;"05/04/2023 18:36";CET;5;965.70;-;-
"META PLATFORMS";US30303M1027;1FB;BITGEM;EUR;192.20;194.48;191.48;193.06;"06/04/2023 17:07";CET;1077;207430.66;-;-
"METABOLIC EXPLORER";FR0004177046;METEX;"Euronext Paris";EUR;1.05;1.064;1.026;1.05;"06/04/2023 17:35";CET;31854;33121.39;-;-
METADVERTISE;FR0010812230;ALMTA;"Euronext Growth Paris";EUR;2.25;2.43;2.11;2.22;"06/04/2023 17:35";CET;702937;1572783.50;-;-
"METALEN GALLER";BE0038785821;-;"Euronext Expert Market";EUR;400.00;400.00;400.00;400.00;"20/10/2015 11:30";CET;515;206000.00;-;-
METALLIANCE;FR0010492181;MLETA;"Euronext Access Paris";EUR;10.40;12.20;10.40;12.20;"31/03/2023 16:30";CET;101;1052.20;-;-
METAVISIO;FR00140066X4;ALTHO;"Euronext Growth Paris";EUR;1.75;1.75;1.65;1.70;"06/04/2023 16:53";CET;4093;6824.16;-;-
METHANOR;FR0011217710;ALMET;"Euronext Growth Paris";EUR;3.65;3.65;3.53;3.53;"06/04/2023 16:48";CET;1218;4317.12;-;-
"METRICS IN BALANCE";BE0974328602;MLMIB;"Euronext Access Paris";EUR;0.28;0.28;0.28;0.28;"17/03/2023 16:30";CET;100;28.00;-;-
"METROPOLE TV";FR0000053225;MMT;"Euronext Paris";EUR;14.33;14.90;14.33;14.90;"06/04/2023 17:35";CET;64943;960689.32;-;-
MEXEDIA;IT0005450819;ALMEX;"Euronext Growth Paris";EUR;30.80;32.20;30.80;31.80;"06/04/2023 09:08";CET;148;4641.40;-;-
"MFE A";NL0015000MZ1;2MFEA;"Euronext After Hours Milan";EUR;0.431;0.446;0.431;0.446;"05/04/2023 20:17";CET;58164;25482.25;-;-
"MFE A";NL0015000MZ1;MFEA;"Euronext Milan";EUR;0.4404;0.452;0.4258;0.4492;"06/04/2023 17:35";CET;6747945;2993055.33;-;-
"MFE B";NL0015000N09;MFEB;"Euronext Milan";EUR;0.661;0.685;0.632;0.68;"06/04/2023 17:35";CET;4570258;3043415.27;-;-
"MFE B";NL0015000N09;2MFEB;"Euronext After Hours Milan";EUR;0.642;0.67;0.642;0.66;"05/04/2023 20:21";CET;22725;15002.25;-;-
"MG INTERNATIONAL";FR0010204453;ALMGI;"Euronext Growth Paris";EUR;7.95;7.95;7.45;7.45;"06/04/2023 16:30";CET;501;3832.95;-;-
"MGI DIGITAL GRAPHI";FR0010353888;ALMDG;"Euronext Growth Paris";EUR;27.90;27.90;26.45;26.50;"06/04/2023 17:35";CET;6862;186230.25;-;-
MICHELIN;FR001400AJ45;ML;"Euronext Paris";EUR;27.95;28.19;27.83;28.11;"06/04/2023 17:35";CET;1465427;41124237.44;-;-
"MICRON TECHNOLOGY";US5951121038;2MT;"Euronext After Hours Milan";EUR;51.60;51.60;51.60;51.60;"05/04/2023 18:18";CET;1;51.60;-;-
"MICRON TECHNOLOGY";US5951121038;1MU;BITGEM;EUR;52.84;53.66;51.80;53.32;"06/04/2023 17:26";CET;476;25014.70;-;-
MICROPOLE;FR0000077570;ALMIC;"Euronext Growth Paris";EUR;1.065;1.08;1.035;1.035;"06/04/2023 15:21";CET;9371;9855.39;-;-
"MICROSOFT CORP";US5949181045;2MSFT;"Euronext After Hours Milan";EUR;260.00;260.00;260.00;260.00;"05/04/2023 18:49";CET;5;1300.00;-;-
"MICROSOFT CORP";US5949181045;1MSFT;BITGEM;EUR;264.10;264.10;258.05;260.85;"06/04/2023 17:27";CET;1333;347318.80;-;-
"MICROSOFT CORP SPL";US5949181045;MSF;"Traded not listed Brussels";USD;275.00;286.25;275.00;284.10;"06/04/2023 15:14";CET;57;16140.25;-;-
"MICS PARTNERS";BE0010610377;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
"MIGUET ET ASSOCIES";FR0010500363;MLNMA;"Euronext Access Paris";EUR;0.70;0.70;0.70;0.70;"28/03/2023 11:30";CET;113;79.10;-;-
MIKO;BE0003731453;MIKO;"Euronext Brussels";EUR;84.00;84.00;81.00;81.00;"06/04/2023 16:35";CET;690;56520.00;-;-
MILIBOO;FR0013053535;ALMLB;"Euronext Growth Paris";EUR;2.47;2.47;2.47;2.47;"06/04/2023 09:00";CET;1;2.47;-;-
"MINCON GROUP PLC";IE00BD64C665;MIO;"Euronext Growth Dublin";EUR;0.955;0.955;0.93;0.95;"05/04/2023 15:15";IST;12782;12032.66;-;-
MINT;FR0004172450;ALBUD;"Euronext Growth Paris";EUR;2.90;3.06;2.90;3.06;"06/04/2023 17:27";CET;4859;14550.53;-;-
"MINTRA HOLDING";NO0010895022;MNTR;"Euronext Growth Oslo";NOK;2.81;2.97;2.79;2.97;"05/04/2023 12:57";CET;11309;32406.74;-;-
"MIT SIM";IT0005427510;MTS;"Euronext Growth Milan";EUR;3.74;3.76;3.70;3.70;"03/04/2023 16:19";CET;3200;11908.00;-;-
MITHRA;BE0974283153;MITRA;"Euronext Brussels";EUR;2.735;2.89;2.735;2.86;"06/04/2023 17:36";CET;85360;241143.35;-;-
MITTEL;IT0001447348;MIT;"Euronext Milan";EUR;1.39;1.41;1.38;1.41;"06/04/2023 17:35";CET;10481;14611.23;-;-
"MKB Nedsense";NL0009312842;NEDSE;"Euronext Amsterdam";EUR;0.122;0.129;0.122;0.129;"06/04/2023 17:21";CET;9474;1187.17;-;-
MND;FR00140050Q2;ALMND;"Euronext Growth Paris";EUR;1.88;1.95;1.88;1.89;"06/04/2023 17:35";CET;3871;7418.40;-;-
MODERNA;US60770K1079;2MRNA;"Euronext After Hours Milan";EUR;208.00;208.00;208.00;208.00;"14/12/2022 00:00";CET;1;208.00;-;-
MODERNA;US60770K1079;1MRNA;BITGEM;EUR;141.00;142.60;141.00;142.60;"06/04/2023 16:31";CET;40;5651.80;-;-
"MOLTEN VENTURES";GB00BY7QYJ50;GRW;"Euronext Dublin";EUR;4.02;4.02;3.88;3.88;"30/03/2023 14:40";IST;262;1032.68;-;-
"MONCEY (FIN.) NOM.";FR0000076986;FMONC;"Euronext Paris";EUR;7400.00;7400.00;7400.00;7400.00;"05/04/2023 13:37";CET;1;7400.00;-;-
MONCLER;IT0004965148;MONC;"Euronext Milan";EUR;64.24;64.24;62.52;63.26;"06/04/2023 17:35";CET;522060;33003431.42;-;-
"MONDADORI EDIT";IT0001469383;MN;"Euronext Milan";EUR;1.968;2.02;1.96;2.02;"06/04/2023 17:35";CET;402408;804293.00;-;-
"MONDO TV";IT0001447785;MTV;"Euronext Milan";EUR;0.394;0.394;0.3795;0.3795;"06/04/2023 17:35";CET;676874;260013.91;-;-
"MONDO TV FRANCE";FR0011443266;MTVFR;"Euronext Growth Milan";EUR;0.015;0.0154;0.015;0.0154;"05/04/2023 16:39";CET;325000;4924.40;-;-
"MONDO TV SUISSE";CH0274177580;MSU;"Euronext Growth Milan";EUR;0.414;0.416;0.414;0.416;"05/04/2023 14:32";CET;14800;6136.80;-;-
MONNALISA;IT0005338139;MNL;"Euronext Growth Milan";EUR;2.64;2.64;2.62;2.64;"06/04/2023 11:59";CET;950;2506.00;-;-
MONRIF;IT0000066016;MON;"Euronext Milan";EUR;0.0648;0.0664;0.0644;0.065;"06/04/2023 14:13";CET;31567;2050.58;-;-
MONTEA;BE0003853703;MONT;"Euronext Brussels, Paris";EUR;74.30;76.80;74.30;76.60;"06/04/2023 17:35";CET;11010;841001.50;-;-
"MONUMENTAL RES";PTMNN0AE0006;MLMR;"Euronext Access Lisbon";EUR;0.994;0.994;0.994;0.994;"23/05/2019 04:00";BST;-;-;-;-
MOPOLI;NL0000488153;MOP;"Euronext Brussels";EUR;264.00;264.00;264.00;264.00;"15/12/2022 11:30";CET;2;528.00;-;-
"MOPOLI FOND";NL0000488161;MOPF;"Euronext Brussels";EUR;7300.00;7300.00;7300.00;7300.00;"16/11/2022 11:30";CET;3;21900.00;-;-
"MOREFIELD GROUP";CWN814651014;MORE;"Euronext Amsterdam";EUR;0.31;0.31;0.31;0.31;"06/04/2023 11:00";CET;439;136.09;-;-
"MOTA ENGIL";PTMEN0AE0005;EGL;"Euronext Lisbon";EUR;1.668;1.714;1.648;1.684;"06/04/2023 21:35";BST;1555629;2616034.81;-;-
MOTORK;GB00BMXH3352;MTRK;"Euronext Amsterdam";EUR;2.17;2.17;2.13;2.13;"06/04/2023 17:24";CET;3921;8483.07;-;-
MOULINVEST;FR0011033083;ALMOU;"Euronext Growth Paris";EUR;28.15;28.15;27.85;28.00;"06/04/2023 17:13";CET;548;15335.25;-;-
"MOURY CONSTRUCT";BE0003602134;MOUR;"Euronext Brussels";EUR;350.00;350.00;350.00;350.00;"06/04/2023 16:49";CET;343;120050.00;-;-
MOWI;NO0003054108;MOWI;"Oslo Børs";NOK;189.30;189.80;186.30;188.85;"05/04/2023 13:05";CET;296752;55820372.50;-;-
"MPC CONTAINER SHIP";NO0010791353;MPCC;"Oslo Børs";NOK;15.70;16.05;15.65;15.75;"05/04/2023 13:07";CET;1018801;16125557.55;-;-
"MPC ENERGY SOLUTIO";NL0015268814;MPCES;"Euronext Growth Oslo";NOK;12.55;12.80;12.55;12.70;"05/04/2023 12:09";CET;1360;17270.50;-;-
"MR BRICOLAGE";FR0004034320;ALMRB;"Euronext Growth Paris";EUR;8.48;8.56;8.44;8.50;"06/04/2023 17:35";CET;3499;29730.50;-;-
"MULTI 24";PTMUS0AM0018;MLM24;"Euronext Access Lisbon";EUR;-;-;-;-;-;BST;-;-;-;-
MULTICONSULT;NO0010734338;MULTI;"Oslo Børs";NOK;154.00;155.50;152.00;152.50;"05/04/2023 13:05";CET;11570;1788031.00;-;-
"MUNCHENER RUCKVERS";DE0008430026;MEURV;"Traded not listed Brussels";EUR;320.10;320.10;320.10;320.10;"28/03/2023 09:00";CET;1;320.10;-;-
MUNIC;FR0013462231;ALMUN;"Euronext Growth Paris";EUR;3.02;3.06;3.02;3.06;"06/04/2023 17:35";CET;1338;4078.38;-;-
"MUNICH RE";DE0008430026;2MUV2;"Euronext After Hours Milan";EUR;226.40;226.40;226.40;226.40;"12/07/2022 00:00";CET;8;1811.20;-;-
"MUNICH RE";DE0008430026;1MUV2;BITGEM;EUR;320.40;320.40;320.40;320.40;"31/03/2023 09:43";CET;2;640.80;-;-
"MUTTER VENTURES";ES0105697009;MLMUT;"Euronext Access Paris";EUR;3.33;3.33;3.33;3.33;"17/03/2023 00:00";CET;-;-;-;-
MUTUIONLINE;IT0004195308;MOL;"Euronext Milan";EUR;27.05;27.15;26.85;27.10;"06/04/2023 17:35";CET;3959;107102.05;-;-
MYHOTELMATCH;FR0011277391;MHM;"Euronext Paris";EUR;0.0292;0.0298;0.0274;0.0284;"06/04/2023 17:35";CET;4887016;140484.81;-;-
MÅSØVAL;NO0010974983;MAS;"Euronext Growth Oslo";NOK;32.40;32.40;32.40;32.40;"05/04/2023 10:16";CET;130;4212.00;-;-
